id,Booking_status,probability
42269,0,0.09525534
42270,1,0.84410465
42271,1,0.75357085
42272,0,0.057582308
42273,0,0.084210314
42274,1,0.80785435
42275,0,0.25742394
42276,0,0.105590366
42277,0,0.06917628
42278,0,0.04084637
42279,0,0.2523143
42280,0,0.3393421
42281,0,0.0016480922
42282,1,0.5607161
42283,0,0.08236074
42284,1,0.5102146
42285,0,0.02532207
42286,0,0.056901254
42287,1,0.689261
42288,0,0.38818452
42289,1,0.6810347
42290,0,0.029483583
42291,1,0.86708164
42292,0,0.13661276
42293,1,0.8265836
42294,1,0.9720713
42295,0,0.15405203
42296,0,0.059170816
42297,0,0.20684224
42298,0,0.09319711
42299,1,0.8079158
42300,0,0.22649401
42301,0,0.45499164
42302,0,0.24351752
42303,0,0.31832212
42304,0,0.113835245
42305,0,0.3058618
42306,0,0.17074281
42307,0,0.0517514
42308,0,0.25002858
42309,0,0.168199
42310,0,0.47480944
42311,1,0.60082
42312,0,0.068909965
42313,1,0.8985805
42314,1,0.59517604
42315,0,0.18584944
42316,1,0.6165055
42317,0,0.14273205
42318,0,0.42905638
42319,0,0.011769105
42320,0,0.35939714
42321,0,0.4590504
42322,1,0.800644
42323,0,0.050936475
42324,1,0.6864773
42325,0,0.029527448
42326,1,0.55736333
42327,0,0.02428909
42328,0,0.0704492
42329,0,0.06669116
42330,1,0.73140603
42331,0,0.44019586
42332,0,0.467436
42333,1,0.69346106
42334,0,0.02328072
42335,1,0.73383266
42336,0,0.111909986
42337,1,0.7018168
42338,0,0.23715636
42339,0,0.011638895
42340,0,0.072434165
42341,1,0.6049747
42342,1,0.8392071
42343,0,0.42833465
42344,0,0.35410166
42345,0,0.022964591
42346,1,0.98215455
42347,1,0.78516036
42348,1,0.7292688
42349,0,0.043769985
42350,0,0.4253799
42351,0,0.059826378
42352,1,0.73821026
42353,1,0.77387726
42354,0,0.164227
42355,0,0.14011188
42356,1,0.5950193
42357,0,0.0010878645
42358,1,0.81961405
42359,0,0.112761654
42360,1,0.8097887
42361,0,0.18858372
42362,1,0.70554304
42363,0,0.20348148
42364,0,0.15761486
42365,0,0.15879215
42366,0,0.28048837
42367,1,0.71587044
42368,0,0.45529085
42369,1,0.7554586
42370,0,0.42820984
42371,0,0.04288816
42372,0,0.4927395
42373,1,0.8905387
42374,0,0.38893545
42375,0,0.3204484
42376,0,0.039563995
42377,1,0.89101154
42378,1,0.6322032
42379,0,0.16500436
42380,0,0.012962935
42381,0,0.47809845
42382,1,0.6390302
42383,1,0.9004076
42384,0,0.24672022
42385,0,0.010322612
42386,1,0.8538239
42387,1,0.732155
42388,0,0.049932323
42389,0,0.013607626
42390,1,0.8258442
42391,0,0.23299216
42392,0,0.028942231
42393,0,0.14469594
42394,0,0.40331867
42395,0,0.4739085
42396,0,0.05834469
42397,1,0.92274314
42398,0,0.0840091
42399,1,0.79573315
42400,1,0.5811292
42401,0,0.30569643
42402,1,0.58948666
42403,0,0.36940384
42404,0,0.30852538
42405,0,0.27540165
42406,0,0.4491528
42407,0,0.11440623
42408,0,0.14083336
42409,0,0.39276424
42410,1,0.5449393
42411,0,3.31257e-13
42412,1,0.8588548
42413,1,0.6314424
42414,1,0.6460833
42415,0,0.16238447
42416,1,0.8218495
42417,0,0.14918952
42418,0,0.40116912
42419,0,0.27481398
42420,0,0.12643787
42421,0,0.045743585
42422,0,0.45397982
42423,1,0.68685687
42424,1,0.78363496
42425,0,0.3169027
42426,0,0.42242426
42427,0,0.044222344
42428,0,0.27318293
42429,1,0.96691185
42430,0,0.37168252
42431,1,0.6808731
42432,1,0.8915094
42433,0,0.18500142
42434,0,1.1273629e-05
42435,0,0.07682393
42436,0,0.46230537
42437,0,0.1778085
42438,0,0.29841584
42439,1,0.96098155
42440,0,0.22007333
42441,1,0.9050279
42442,0,0.117322244
42443,0,0.24048433
42444,0,0.033100307
42445,0,0.07276632
42446,1,0.9325548
42447,0,0.106392905
42448,0,0.03570964
42449,0,0.15556093
42450,0,0.27206248
42451,0,0.12481823
42452,0,0.027606921
42453,0,0.0808115
42454,0,0.1068832
42455,0,0.30506963
42456,0,0.2598833
42457,0,0.024922512
42458,0,0.41135314
42459,0,0.2838122
42460,1,0.68714815
42461,0,0.08274517
42462,1,0.63256353
42463,0,0.22557119
42464,1,0.6401028
42465,0,0.1453925
42466,1,0.7618089
42467,0,0.30674484
42468,0,0.37877223
42469,0,0.04552414
42470,0,0.14148046
42471,1,0.5183381
42472,0,0.30874926
42473,0,0.05151393
42474,1,0.56037354
42475,0,0.065098345
42476,0,0.0010023845
42477,0,0.42046487
42478,1,0.8596904
42479,1,0.7570022
42480,0,0.008623453
42481,0,0.2063395
42482,0,0.035066348
42483,0,0.41714695
42484,0,0.22540006
42485,0,0.00019391802
42486,1,0.7151153
42487,1,0.52090806
42488,0,0.0009987145
42489,0,0.14617962
42490,0,0.07761326
42491,1,0.7180456
42492,0,0.48577327
42493,0,0.22922036
42494,0,0.30938902
42495,0,0.38160017
42496,0,0.4603428
42497,0,0.0076959603
42498,0,0.03739046
42499,0,0.043441527
42500,0,0.14422165
42501,0,0.46189547
42502,0,0.46507588
42503,1,0.89092594
42504,0,0.027167391
42505,0,2.0046713e-08
42506,0,0.49603367
42507,0,0.02048078
42508,0,0.21066354
42509,0,0.25929445
42510,1,0.57444936
42511,0,0.45374024
42512,0,0.34640956
42513,0,0.0052345074
42514,0,0.025447287
42515,1,0.63707364
42516,1,0.59689265
42517,1,0.52066547
42518,1,0.59577364
42519,0,0.37192336
42520,1,0.59441257
42521,0,0.013607088
42522,0,0.26472768
42523,0,0.39032003
42524,0,0.46820387
42525,1,0.7606908
42526,1,0.82200664
42527,1,0.50213766
42528,1,0.56679064
42529,0,0.0701502
42530,1,0.6355407
42531,1,0.8627588
42532,0,0.26739937
42533,0,0.40981144
42534,0,0.12313943
42535,1,0.89307684
42536,0,0.14137283
42537,0,0.09270298
42538,1,0.7390055
42539,0,0.292286
42540,0,0.23435088
42541,0,0.18094824
42542,0,0.10212632
42543,1,0.5065681
42544,0,0.029016078
42545,1,0.8366586
42546,0,0.02362359
42547,0,0.31990704
42548,1,0.5384459
42549,0,0.28231695
42550,1,0.50509053
42551,1,0.87603766
42552,1,0.6650682
42553,0,0.010287621
42554,0,0.16283248
42555,0,0.3494285
42556,0,0.23539963
42557,1,0.5841199
42558,0,0.33797616
42559,0,0.07314422
42560,0,0.26264358
42561,1,0.68186724
42562,1,0.83380556
42563,1,0.7163231
42564,0,0.4121095
42565,1,0.5173677
42566,1,0.95190746
42567,0,0.110386774
42568,0,0.019478533
42569,0,0.13784897
42570,0,0.46650544
42571,0,8.618824e-06
42572,0,0.43987995
42573,0,0.28353468
42574,1,0.54471594
42575,1,0.6340218
42576,0,0.20401393
42577,0,0.11775133
42578,0,0.017742787
42579,0,0.050812922
42580,0,2.823065e-29
42581,1,0.8727693
42582,0,0.08488383
42583,0,0.02997392
42584,0,0.014676881
42585,0,0.13382474
42586,0,5.463816e-07
42587,1,0.7016028
42588,0,0.4927395
42589,1,0.6434205
42590,1,0.8516947
42591,0,0.11693424
42592,0,0.14024082
42593,0,0.32154953
42594,0,0.027275197
42595,0,0.37730414
42596,0,0.38264936
42597,0,0.0972679
42598,0,0.3158802
42599,0,0.33427617
42600,0,0.0004522697
42601,0,0.31725007
42602,1,0.66026706
42603,0,0.18693687
42604,1,0.8451067
42605,0,0.44552034
42606,1,0.7656102
42607,0,0.35247734
42608,0,0.1772199
42609,0,2.0132659e-06
42610,1,0.6434398
42611,1,0.63215613
42612,0,0.03543908
42613,0,0.07985391
42614,0,0.02068091
42615,0,0.2591076
42616,1,0.83028466
42617,0,0.3640917
42618,1,0.5909204
42619,0,0.20266873
42620,1,0.7483822
42621,1,0.5457962
42622,0,0.38058004
42623,1,0.6082582
42624,0,0.019293291
42625,0,0.114105396
42626,1,0.7502444
42627,1,0.67978346
42628,1,0.8096394
42629,1,0.6949007
42630,1,0.9098209
42631,0,0.29085264
42632,0,0.0145786535
42633,0,0.033144362
42634,0,0.3307317
42635,0,0.068181604
42636,0,0.3213774
42637,0,0.47153533
42638,0,0.008590121
42639,1,0.6070368
42640,0,0.06864231
42641,0,0.04420139
42642,0,0.2964597
42643,0,0.31082913
42644,0,0.40339655
42645,1,0.6258597
42646,1,0.6908941
42647,0,0.06846712
42648,0,0.11923
42649,0,0.2891399
42650,0,0.46841034
42651,0,0.13168631
42652,0,0.24496454
42653,0,0.18601006
42654,0,0.24949494
42655,0,0.030568548
42656,0,0.4828336
42657,1,0.6503509
42658,0,0.05460219
42659,0,0.381646
42660,0,0.23440962
42661,0,0.12983885
42662,1,0.82370913
42663,0,0.039496213
42664,0,0.04664771
42665,0,0.29431576
42666,1,0.5689726
42667,0,0.08950777
42668,0,0.051050488
42669,1,0.78210133
42670,1,0.89866257
42671,0,0.22793758
42672,1,0.9301143
42673,0,0.23205379
42674,0,0.002123824
42675,0,0.18473294
42676,0,0.38028818
42677,1,0.5697462
42678,0,0.13363582
42679,0,0.04469236
42680,0,0.36996356
42681,0,0.013153152
42682,1,0.6906658
42683,1,0.8620755
42684,0,0.008575573
42685,0,0.19485083
42686,0,0.12963748
42687,0,0.03641966
42688,1,0.5619706
42689,1,0.9226598
42690,0,0.23573321
42691,0,0.0042399564
42692,0,0.04164961
42693,1,0.69985855
42694,0,0.10691364
42695,0,0.32756054
42696,1,0.55852205
42697,0,0.3097362
42698,0,0.23269401
42699,1,0.54916126
42700,0,0.33882982
42701,0,0.0024391739
42702,0,0.052977193
42703,0,0.12958683
42704,0,0.20770352
42705,0,0.02202421
42706,0,0.101964094
42707,0,0.015401316
42708,0,0.035442732
42709,0,0.0025551417
42710,1,0.511471
42711,0,0.37901303
42712,1,0.65415823
42713,0,0.024271032
42714,0,0.11125134
42715,0,0.095980704
42716,1,0.668806
42717,0,0.023890428
42718,0,0.035218555
42719,0,0.035033174
42720,1,0.7339973
42721,1,0.75160015
42722,0,0.37265205
42723,0,0.2831835
42724,0,0.2535493
42725,0,0.0020863547
42726,0,0.09208503
42727,1,0.92609346
42728,0,0.0963703
42729,1,0.84980065
42730,0,0.40978977
42731,0,0.04492305
42732,1,0.9129412
42733,1,0.78086126
42734,0,0.26449013
42735,0,0.14250755
42736,1,0.8303566
42737,0,0.42451754
42738,0,0.008489372
42739,0,0.2842413
42740,0,0.30432504
42741,1,0.7826248
42742,0,0.011253959
42743,1,0.6862689
42744,1,0.82501435
42745,1,0.79088616
42746,0,0.06910596
42747,1,0.6664281
42748,1,0.85727245
42749,1,0.57257587
42750,1,0.64714444
42751,0,0.07623397
42752,0,0.04481411
42753,0,0.4399621
42754,0,0.47027296
42755,1,0.736547
42756,0,0.18351299
42757,0,0.06875379
42758,1,0.705637
42759,0,0.45473933
42760,0,0.36424688
42761,0,0.051196117
42762,1,0.8678583
42763,0,0.12525916
42764,1,0.8388484
42765,0,0.36921585
42766,0,0.037938572
42767,0,0.002042998
42768,1,0.5564274
42769,0,0.1293194
42770,0,0.14392789
42771,1,0.8279851
42772,0,0.15270849
42773,1,0.53143936
42774,0,0.03605758
42775,0,0.006625827
42776,0,0.054741208
42777,0,0.21182312
42778,0,0.3970026
42779,0,0.16419129
42780,0,0.035292886
42781,0,0.46062887
42782,0,0.029189931
42783,1,0.6133775
42784,1,0.5819375
42785,0,0.43963265
42786,0,9.220208e-22
42787,1,0.55303365
42788,1,0.5132129
42789,1,0.87301105
42790,0,0.19063637
42791,0,0.11687051
42792,0,0.13591121
42793,0,0.11059837
42794,0,0.2268752
42795,1,0.7015997
42796,1,0.8552356
42797,0,0.057215292
42798,1,0.5343497
42799,0,0.05987388
42800,1,0.6359556
42801,1,0.6979126
42802,0,0.17830636
42803,0,0.06513806
42804,0,0.10561165
42805,0,0.008340932
42806,1,0.67920715
42807,0,0.3182425
42808,0,4.7507405e-05
42809,0,0.1404328
42810,1,0.8997797
42811,1,0.78511375
42812,0,0.47962707
42813,1,0.76541597
42814,0,0.42822856
42815,0,0.06650296
42816,0,0.03249716
42817,1,0.5654249
42818,0,0.19093783
42819,0,0.25062275
42820,1,0.6625169
42821,0,0.014492645
42822,1,0.63832796
42823,1,0.6853224
42824,0,0.122956984
42825,0,0.010966065
42826,1,0.891541
42827,0,0.33050546
42828,1,0.70941544
42829,0,0.24670728
42830,1,0.69436926
42831,1,0.87293637
42832,0,0.0979355
42833,1,0.6206378
42834,0,0.1570398
42835,1,0.87883544
42836,0,0.39437965
42837,1,0.85404587
42838,0,0.017845586
42839,1,0.7868374
42840,0,0.022870213
42841,0,6.4931555e-06
42842,0,0.2768423
42843,1,0.83058137
42844,0,0.1630615
42845,0,0.0421326
42846,1,0.7585128
42847,0,0.2382837
42848,0,0.012761405
42849,0,0.08702625
42850,0,0.15097123
42851,1,0.52873427
42852,0,0.4918059
42853,1,0.8205709
42854,0,0.05339157
42855,0,0.013865643
42856,0,0.19572045
42857,1,0.8828385
42858,0,0.09907952
42859,0,0.011605902
42860,0,0.21232522
42861,0,0.025285598
42862,0,0.010228699
42863,0,0.0075390027
42864,1,0.86526376
42865,1,0.63137156
42866,0,0.23104556
42867,0,0.21779364
42868,1,0.88896424
42869,0,0.052028276
42870,0,0.06521015
42871,1,0.85188967
42872,0,0.44356874
42873,0,0.12606582
42874,0,0.33447278
42875,1,0.56792355
42876,1,0.5932522
42877,0,0.16446097
42878,0,0.49508974
42879,0,0.25478703
42880,0,0.033709913
42881,0,0.012955707
42882,1,0.8368359
42883,1,0.687107
42884,0,0.061255403
42885,1,0.79116076
42886,1,0.8727983
42887,0,0.21402991
42888,0,0.31805542
42889,1,0.8332315
42890,1,0.77017933
42891,0,0.30770236
42892,0,0.18685198
42893,0,0.079896465
42894,0,0.033255633
42895,0,0.45944625
42896,0,0.06333581
42897,0,0.45166552
42898,1,0.9503995
42899,0,0.1355943
42900,0,0.28376558
42901,1,0.7035472
42902,0,0.14638713
42903,1,0.6053215
42904,1,0.6892331
42905,0,0.05208576
42906,0,0.18456063
42907,0,0.4725595
42908,1,0.83314085
42909,0,0.35747513
42910,0,0.0064736153
42911,1,0.8688603
42912,0,0.28939027
42913,0,0.23279245
42914,0,0.11427187
42915,0,0.48530397
42916,0,0.0006016166
42917,0,0.011175228
42918,0,0.093898855
42919,0,0.42610863
42920,0,0.31049
42921,1,0.6716986
42922,1,0.7693625
42923,1,0.9190954
42924,1,0.650025
42925,1,0.5983926
42926,0,0.048404552
42927,0,0.052330587
42928,0,0.45307365
42929,0,0.022359211
42930,1,0.68590695
42931,0,0.27623406
42932,1,0.80686814
42933,0,0.052903738
42934,1,0.9431029
42935,0,0.30758095
42936,1,0.75430584
42937,1,0.7641986
42938,1,0.90674806
42939,0,0.23363787
42940,1,0.6296035
42941,0,0.4601447
42942,0,0.26518407
42943,1,0.8911869
42944,0,0.35131612
42945,1,0.6092367
42946,0,0.35486704
42947,0,0.0660371
42948,1,0.56795716
42949,0,0.06818293
42950,1,0.51510125
42951,0,0.21233587
42952,0,0.2457139
42953,1,0.81671274
42954,1,0.54958665
42955,1,0.8914285
42956,0,0.3757502
42957,1,0.6081178
42958,0,0.26992813
42959,0,0.36834157
42960,0,0.09072208
42961,0,0.46807384
42962,1,0.8912709
42963,0,0.1631631
42964,0,0.047965575
42965,0,0.0048528947
42966,1,0.80409044
42967,1,0.75639874
42968,0,0.015482651
42969,0,0.28916872
42970,0,0.058936182
42971,0,0.265316
42972,1,0.73128176
42973,1,0.75660163
42974,0,0.031298418
42975,0,0.3676169
42976,0,0.22579382
42977,0,0.15694754
42978,1,0.71085715
42979,0,0.18445487
42980,0,0.47108048
42981,0,0.4294046
42982,0,0.29648948
42983,0,0.11224957
42984,0,0.38571078
42985,1,0.5208153
42986,0,0.40854567
42987,1,0.9589515
42988,0,0.06867208
42989,0,0.24549384
42990,1,0.7026324
42991,0,0.0997437
42992,0,0.041716427
42993,0,0.061068773
42994,0,0.48815554
42995,1,0.7772504
42996,0,0.25040373
42997,0,0.34599084
42998,1,0.8134955
42999,1,0.70393795
43000,0,0.31016624
43001,0,0.14671509
43002,0,0.2241116
43003,1,0.6802569
43004,1,0.74476427
43005,0,0.25243375
43006,1,0.748396
43007,0,0.4063308
43008,0,0.19676438
43009,0,0.2289876
43010,1,0.6804674
43011,0,0.35259214
43012,1,0.53367776
43013,0,0.30342433
43014,1,0.72351164
43015,0,0.19352925
43016,1,0.6034329
43017,0,0.17696954
43018,0,0.07726253
43019,0,0.32462102
43020,1,0.81191117
43021,0,0.29546884
43022,0,0.42880365
43023,1,0.7708238
43024,0,0.09923323
43025,1,0.59829706
43026,1,0.64017886
43027,0,0.071306735
43028,0,0.19071497
43029,1,0.5192094
43030,0,0.3251813
43031,0,0.032374617
43032,0,0.00856692
43033,1,0.8271458
43034,0,0.18122773
43035,0,0.32763746
43036,0,0.0357315
43037,0,0.05152804
43038,1,0.55548084
43039,0,0.12930936
43040,0,0.23584215
43041,0,0.12427681
43042,0,1.0846737e-31
43043,1,0.8251968
43044,0,0.057312135
43045,0,0.101468064
43046,1,0.801282
43047,0,0.26284555
43048,0,0.2133517
43049,0,0.17565343
43050,1,0.59454936
43051,0,0.15360938
43052,0,0.018326605
43053,1,0.6582989
43054,0,0.1428265
43055,0,0.2263721
43056,0,0.31224522
43057,0,0.078934416
43058,1,0.83526546
43059,1,0.5946458
43060,0,0.0031849097
43061,0,0.06518658
43062,0,0.18154746
43063,1,0.67501265
43064,1,0.9195659
43065,1,0.65618116
43066,0,0.13314529
43067,0,0.1995292
43068,1,0.5545962
43069,0,0.03623744
43070,0,0.1995655
43071,0,8.633624e-05
43072,0,0.004505289
43073,0,0.22919697
43074,1,0.7359949
43075,0,0.19303958
43076,0,0.026304927
43077,0,0.4903287
43078,0,0.39720282
43079,1,0.5346945
43080,0,0.12371422
43081,0,0.10636296
43082,0,0.13020699
43083,0,0.13599801
43084,0,0.00019584905
43085,0,1.235401e-05
43086,0,0.022234399
43087,1,0.5141786
43088,0,0.20420963
43089,1,0.80196875
43090,0,0.45282835
43091,1,0.7840717
43092,0,0.0050406433
43093,1,0.91124743
43094,0,0.23989573
43095,0,0.005414665
43096,1,0.7200695
43097,0,0.06973697
43098,1,0.5865963
43099,1,0.5429627
43100,0,0.34123302
43101,0,0.2828021
43102,1,0.66872776
43103,0,0.051523294
43104,0,0.06519452
43105,0,0.33261132
43106,1,0.6080214
43107,1,0.6383106
43108,0,0.033673905
43109,0,0.26002872
43110,1,0.7782019
43111,1,0.50507
43112,1,0.7832451
43113,0,0.25000903
43114,1,0.66728246
43115,0,0.17946783
43116,1,0.6078131
43117,0,0.13614137
43118,0,0.1161832
43119,1,0.7057444
43120,1,0.874558
43121,0,0.078351
43122,1,0.5131647
43123,1,0.6529859
43124,1,0.9552827
43125,1,0.7300025
43126,0,0.16869177
43127,0,0.4932491
43128,1,0.9071305
43129,0,0.48846182
43130,0,0.377961
43131,0,0.48992303
43132,0,0.25130826
43133,1,0.7969566
43134,1,0.5415731
43135,1,0.5851708
43136,0,0.3243991
43137,0,0.25049853
43138,0,0.02676306
43139,0,0.18261352
43140,0,0.14078537
43141,0,0.07104824
43142,1,0.8993248
43143,0,0.4714155
43144,1,0.6865305
43145,1,0.83142537
43146,0,0.04774116
43147,0,0.11101966
43148,1,0.78189313
43149,0,0.022216773
43150,0,0.39035645
43151,0,0.060482685
43152,0,0.027183313
43153,0,0.15779075
43154,0,0.07770004
43155,0,0.27120042
43156,0,0.060292218
43157,0,0.031996556
43158,1,0.6650682
43159,0,0.4017775
43160,1,0.83947533
43161,0,0.09440416
43162,0,0.3274609
43163,0,0.05680721
43164,0,0.0154402815
43165,1,0.6249199
43166,0,0.025722077
43167,0,0.009647689
43168,0,0.00626853
43169,1,0.6044163
43170,0,0.23839773
43171,1,0.90378624
43172,1,0.95452327
43173,0,0.2689806
43174,1,0.957936
43175,1,0.8613182
43176,0,0.21930872
43177,0,0.032817274
43178,0,0.037555378
43179,0,0.43259516
43180,1,0.791211
43181,0,0.18273671
43182,1,0.8821708
43183,0,0.001729472
43184,0,0.20008254
43185,1,0.8565592
43186,0,9.2096926e-08
43187,1,0.65383303
43188,0,0.48717615
43189,0,0.020925744
43190,0,0.17587247
43191,0,0.25059396
43192,1,0.5364916
43193,0,0.39874062
43194,1,0.50813115
43195,0,0.15697296
43196,0,0.36673832
43197,0,0.20141305
43198,1,0.7117162
43199,0,0.01076979
43200,0,0.28153795
43201,1,0.71542144
43202,0,0.030738037
43203,0,0.044613443
43204,0,0.36067477
43205,0,0.17434631
43206,1,0.75975806
43207,0,0.0011964805
43208,1,0.91677725
43209,0,0.07311204
43210,0,0.40813452
43211,1,0.70223385
43212,0,0.3967749
43213,1,0.5113942
43214,0,0.060579333
43215,0,0.15159819
43216,0,0.47286627
43217,0,0.04437398
43218,1,0.6421199
43219,0,0.0005220568
43220,0,0.4602275
43221,1,0.50635695
43222,0,0.20152996
43223,0,0.02685552
43224,0,0.06680095
43225,0,0.29921424
43226,1,0.74943584
43227,1,0.6576457
43228,0,0.22901495
43229,0,0.2193316
43230,0,9.156015e-06
43231,1,0.5535276
43232,1,0.5114032
43233,0,0.15756787
43234,0,0.019205922
43235,0,0.008879985
43236,0,0.0063749417
43237,0,0.22929806
43238,0,0.1153602
43239,0,0.051914472
43240,0,0.056312002
43241,0,0.25156614
43242,0,0.20951685
43243,0,0.40667018
43244,1,0.8262981
43245,1,0.54839426
43246,0,0.013179706
43247,0,0.24862903
43248,1,0.5915014
43249,1,0.79987246
43250,1,0.84385914
43251,0,0.47695187
43252,1,0.9076175
43253,0,0.04840227
43254,1,0.81515586
43255,1,0.687377
43256,1,0.8523969
43257,0,0.030448373
43258,1,0.8223079
43259,0,0.020660914
43260,1,0.847993
43261,1,0.510415
43262,0,0.059079785
43263,1,0.5515342
43264,0,0.47374383
43265,1,0.6336524
43266,1,0.7365082
43267,0,0.14536434
43268,0,0.041287422
43269,0,0.000284544
43270,1,0.6745462
43271,0,0.16079631
43272,0,0.42146933
43273,1,0.8148489
43274,0,0.034672555
43275,0,0.4179475
43276,0,0.3819119
43277,0,0.4894422
43278,1,0.9624448
43279,1,0.76117086
43280,0,0.26545596
43281,0,0.044310585
43282,0,0.24768528
43283,1,0.73880136
43284,0,0.07095539
43285,0,0.28967473
43286,0,0.42512873
43287,1,0.5040753
43288,0,0.26580405
43289,1,0.7283842
43290,0,0.003915774
43291,0,0.06920893
43292,0,0.11470176
43293,1,0.8250594
43294,0,0.4228711
43295,0,0.14550748
43296,1,0.76950645
43297,0,0.48857787
43298,0,0.07822083
43299,0,0.20371974
43300,0,0.08489289
43301,0,0.38224322
43302,0,0.33380935
43303,0,0.4431447
43304,0,0.3559386
43305,0,0.0357913
43306,1,0.86498123
43307,0,0.05889522
43308,1,0.69074976
43309,1,0.83426946
43310,0,0.28058067
43311,0,0.23006588
43312,0,0.045931384
43313,1,0.82818496
43314,0,0.4441636
43315,1,0.86326015
43316,1,0.56403047
43317,0,0.18024227
43318,0,0.28559262
43319,0,0.1880612
43320,1,0.54906195
43321,1,0.8368049
43322,0,0.44877857
43323,1,0.91785383
43324,0,0.36088067
43325,0,0.3282632
43326,0,0.01776509
43327,1,0.70280725
43328,0,0.38788977
43329,0,0.28374904
43330,0,0.32497957
43331,0,0.023872236
43332,1,0.92374927
43333,0,0.2644008
43334,0,0.37367427
43335,0,0.01899955
43336,0,0.009195232
43337,1,0.57630855
43338,0,0.39738384
43339,0,0.050468933
43340,0,0.07043168
43341,1,0.87993985
43342,1,0.71662134
43343,1,0.79688895
43344,0,0.14561512
43345,0,0.34371695
43346,1,0.7342439
43347,0,0.4501799
43348,1,0.9133247
43349,0,0.059328843
43350,0,0.08946847
43351,1,0.75738865
43352,1,0.6345252
43353,1,0.79033977
43354,1,0.7809645
43355,0,0.36000973
43356,0,2.2241133e-05
43357,1,0.82886803
43358,0,0.0026020664
43359,0,0.051389635
43360,0,0.2901379
43361,0,0.03752726
43362,0,0.07766555
43363,0,0.053747177
43364,0,0.16301322
43365,0,0.46336424
43366,1,0.70931756
